smiles,logP
CCCCCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,5.28
CCC(C)C(NC(=O)C(Cc1ccccc1)NC(=O)C(CCSC)NC(=O)C(N)C(C)C)C(=O)O,-0.63
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC21CCC(=O)O1,2.98
COP(=O)(NC(C)(C)C)SC,0.96
CCCN(CC)CC(F)(F)F,2.38
O=C(Cc1ccccc1)Nc1cccc([N+](=O)[O-])c1,2.93
O=C(Nc1ccc(Cl)c(Cl)c1)c1ccccc1,4.42
O=C(NC(CO)C(O)c1ccc(NC(=O)C2CC2)cc1)C(Cl)Cl,0.75
Clc1ccc(Oc2ccc(Cl)cc2Cl)c(Cl)c1,5.95
N#CCCN(N)c1nc2cc(Cl)ccc2o1,1.72
NS(=O)(=O)c1nn2c(=Nc3ccccc3)snc2s1,2.57
CCOC(=O)CCCO,0.43
CC(=O)N=c1[nH]ccs1,0.76
Cc1ccc(-c2cc3ccccn3c2)cc1,4.96
Cc1ccccc1NC(=O)CN1CCCCC1,2.26
CSC(C)=NOC(=O)N(C)SN(C)C(=O)c1ccc(C)cc1,2.5
CCC1(C)CCC(=O)NC1=O,0.23
O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O[Na],1.89
Cc1ccc(OC(=O)c2ccc(N)cc2O)cc1,3.38
Cc1ccc(N=C=S)cc1,3.92
c1ccc2c(c1)ccc1cccnc12,3.43
O=C1c2ccccc2OCN1CCO[N+](=O)[O-],1.85
CCOP(C)(=O)SCCN(C(C)C)C(C)C,2.09
COc1ccc(Oc2c(C(F)(F)F)oc3cc(OC(=O)N4CCOCC4)ccc3c2=O)cc1,4.63
Cc1ccc(C(C)C)c(Cl)c1Cl,5.5
Cc1ccc(/C=C/C(=O)NCCNC(=O)/C=C/c2ccc(C)o2)o1,3.97
Clc1cncc(Cl)n1,1.53
CCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.67
CC(C)c1ccc(S(N)(=O)=O)cc1,1.84
OCCCCC(F)(F)F,1.15
Clc1ccc(-c2ccccc2Cl)cc1,5.09
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)c(Cl)c2)c(Cl)c1,7.25
C=CCc1ccc(O)c(OC)c1,2.27
CSC(=O)Nc1ccccc1,2.4
COc1ccc(CCNCC(O)COc2ccc(-c3nc(C)c[nH]3)cc2OC)cc1OC,1.89
CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.84
Cc1ccc(NC(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)c(C(=O)c2ccccc2)c1,4.54
COC1CC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)OC(C)C1OC1CC(O)C(O)C(C)O1,3.11
NS(=O)(=O)c1nc2c(Cl)cc(Cl)cc2s1,2.6
CC(C)(C)c1c(O)[nH]c(=O)[nH]c1=O,0.28
Clc1cc(Cl)c2c(oc3c(Cl)cccc32)c1Cl,6.31
O=Cc1ccc(O)c(Br)c1,1.83
CCCCOC1(c2ccccc2)CN(C)CCO1,2.23
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,-0.83
CC(C)c1ccc(C=[N+]([O-])c2ccccc2)cc1,3.37
O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,0.52
N=c1[nH]o[nH]c1=N,-0.49
O=[N+]([O-])c1[nH]cnc1I,0.28
Brc1ccsc1Br,3.53
CCOP(=O)(CC)SCCSCC,2.03
CCN(CC)C(=O)c1ccccc1C,2.02
CC(=O)Nc1ccc2nn(C3CCCC3)nc2c1,2.45
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.98
COc1ccc(S(=O)(=O)n2c(=O)n(S(=O)(=O)c3ccc(OC)cc3)c3ccccc32)cc1,5.22
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,3.95
O=c1[nH]c2c(O)ccc(CCNCCCCCCOCCc3ccccc3)c2s1,2.73
CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,0.16
CC(=O)C(N)C(O)O,-2.94
O=C(Nc1ccccc1)NC1CCCC1,2.65
Clc1c(Br)cccc1NC1=NCCN1,2.05
CN(C)CC(=O)O,-2.91
CC(=O)Nc1ccc(O)cc1C,0.17
CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,-0.27
CCOP(=S)(OCC)SCS(=O)CC,1.78
CNC(=O)Oc1ccc(SC)c(C)c1,2.47
CC(C)CNCCCS(=O)(=O)c1ccc(S(N)(=O)=O)s1,-0.35
N=c1nc(I)c2ncn(C3CCC(CO)O3)c2[nH]1,0.52
COc1ccc(O)cc1,1.58
O=c1[nH]c(=O)n(C2CCC(CO)O2)cc1Cl,-1.11
O=C(NN=Cc1ccccc1O)c1cccc(Cl)c1,3.83
O=C(O)CN1CCN(C(=O)Cn2c(=O)sc3ccc(Cl)cc32)CC1,-0.71
CC(N=C=S)c1ccccc1,3.46
O=C1NC(=O)C2(CCCCCCCCCCC2)C(=O)N1,3.51
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.9
CCC(CC)(C(=O)NC(N)=O)C(=O)OCC(=O)OC,0.99
CC(C)(C)[N+]([O-])=Cc1ccc(F)cc1,1.42
Cc1ccc(O)c([N+](=O)[O-])c1,2.37
CCCCOc1cccc(NC(=O)OCCN2CCOCC2)c1,3.62
COCCn1cnc2c(=O)[nH]c(=Nc3ccccc3)[nH]c21,1.2
CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],0.66
NC1(C(=O)O)CCCC1,-2.28
O=C(O)c1ccc2cccccc1-2,2.88
CCOc1cccc(-c2n[nH]c(=S)n(C)c2=O)c1,2.67
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.47
CCCOC(=O)c1cccnc1,1.94
c1ccc2cnccc2c1,2.08
CCC(C)C(N)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)O)C(C)CC)C(C)C)C(C)C)C(C)C,-0.89
CC(C)c1n[nH]c(=N)o1,0.2
Cc1ccc2c(C)[nH]c(=Nc3nc(=O)c4c([nH]3)CCCC4)nc2c1,3.92
COc1ccc(NC(=O)Cc2ccccc2)cc1,2.49
CCC1(CC(C)C)C(=O)NC(=O)NC1=O,1.69
CCCCCCCCN(C)N=Nc1[nH]cnc1C(N)=O,3.22
Cc1cc(=O)c(O)c(C)o1,0.44
NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O,-1.36
CC(C)C(=O)O,0.94
COc1cc2c3c(c1)/C(=C1/SC(=NC(C)=O)NC1=O)C(=O)N3C(C)(C)C=C2C,4.62
NN(c1ccccc1)c1ccccc1,2.8
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.54
COC(=O)CC(CN)c1ccc(Cl)cc1,0.48
CS(=O)(=O)CC(=O)C=NO,-0.69
COc1ccccc1C(=O)NCCN,0.0
OCc1c2ccccc2cc2ccccc12,3.04
CNC(=O)Oc1ccc(C(C)=O)cc1,1.01
CCC(CC)C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1N,3.04
NC(=S)c1cccnc1,0.67
CC(=O)C(NC(=O)C(N)Cc1c[nH]cn1)C(O)O,-2.23
FC(F)(F)c1ccccc1NC1=NCCN1,1.42
CN(C)C1=NC(=O)C(=Cc2ccc([N+](=O)[O-])o2)S1,1.14
COc1cccc(OCC(=O)NNC(C)C)c1,1.33
CC(=O)Nc1ccccc1I,1.62
CCCCCCOc1ccc(S(N)(=O)=O)cc1,2.93
CC(N)(C(=O)O)c1cccc2ccccc12,-0.22
NCCCCC(N)C(=O)O,-3.05
CC(=O)N=c1ccn(C2OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)c(=O)[nH]1,-0.16
COP(=S)(OC)SCSc1ccc(Cl)cc1,4.82
COc1cc(C=O)cc(OC)c1OC,1.39
CC(=O)c1ccccc1N,1.63
CCCCCCNC(=O)c1ccc(O)c(O)c1,2.71
CN(Cc1ccc(Cl)cc1)N=O,2.19
Clc1cc(Cl)c(-c2c(Cl)ccc(Cl)c2Cl)cc1Cl,7.28
CC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(N)=O,-0.26
C=C1C(=O)OC2CC3(C)CCCC(=C)C3CC12,3.42
CN(CCO)C1=C(N2CC2)C(=O)C(N(C)CCO)=C(N2CC2)C1=O,-0.37
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,3.28
Cc1ccc(C(=O)N2C(=O)c3cccc(N)c3C2=O)cc1NC(=O)c1ccco1,3.55
O=NN(CCF)C(=O)NC1CCC(NC(=O)N(CCF)N=O)CC1,1.34
N#Cc1c[nH]c(=O)[nH]c1=O,-0.93
O=c1cn[nH]c2ccccc12,0.82
C1=CCOC1,0.46
CCCCCCCCCCCC(=O)OCCC,6.11
Clc1ccc(-c2nc3cccnc3[nH]2)cc1,2.95
Cn1c(CO)cnc1[N+](=O)[O-],-0.35
c1ccc2c(N3CCNCC3)nsc2c1,2.14
N=c1[nH]ccs1,0.38
N#CCCOc1ccccc1,1.61
CCC(C)C(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,0.16
COc1ccc2[nH]c(=NCCCN3CCN(CCCN=c4[nH]c5ccc(OC)nc5n5cccc45)CC3)c3cccn3c2n1,4.73
S=C=NCc1cccc2ccccc12,4.42
CCOC(=O)N(C)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.5
COc1ccc(-c2nc3ccncc3[nH]2)c(OC)c1,2.56
N=c1[nH]cnc2c1ncn2C1OC(CCl)C(O)C1O,-0.06
O=C(O)COc1cccc2ccccc12,2.6
CCc1cccc(S(I)=C(N(C)C)N(C)C)c1,0.34
CN(C)CCOC(=O)c1ccc([N+](=O)[O-])cc1,1.7
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C4(O)CC(O)C34C=CC(=O)OC4)C2)C1O,0.59
CCOc1ccccc1C(=O)N(C(C)C)C(C)C,3.0
Nc1cccc(Cl)c1Cl,2.82
CC(=O)Oc1cccc2cccnc12,2.03
O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.42
O=C(C=Cc1ccccc1)C(F)(F)F,3.01
OCC1CC(F)C(n2cnc3c(Br)ncnc32)O1,0.44
NNc1ccccc1,1.25
N#CCC(=O)c1ccccc1,0.97
O=C(Oc1ccc(Cl)cc1Cl)N1CCCC1,3.94
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,5.8
CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C,2.56
CSc1ccc(NC(C)=O)cc1,2.03
CN(C)C(=O)CCOC(=O)c1ccccc1,1.28
CCCCCOC(N)=O,1.35
OC1CC2CCC1C2,1.37
CNC1(c2ccccc2Cl)CCCCC1=O,2.18
CC12CC1(C)C(=O)N(c1cc(Cl)cc(Cl)c1)C2=O,3.08
CCCCCCCCOP(C)(=O)OCCCCCCCC,6.13
CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCC,6.82
CCN(CC)Cc1ccc(C(=O)Nc2ccccc2C)cc1,3.31
CC(=O)Oc1cc(OC(C)CCCc2ccccc2)cc2c1C1CC(O)CCC1C(C)N2C,5.72
Cc1cc(C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)n(-c2cccc(CN)c2)n1,1.7
CC(C)(C)n1ccnc1C=NO,0.85
CCOc1ccc2nccnc2c1,2.22
COc1c(OC)c(OC(C)=O)c2c(Cl)cccc2c1OC(C)=O,3.16
Cc1ccc2[nH]c3[nH]c(=NN=CC=Cc4ccco4)nnc3c2c1,2.18
CN(C)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.99
CC(=O)N(C)c1ccccc1,1.12
CCCCN=C=S,2.92
ClCc1ccc(Cl)cc1Cl,3.82
CC(=O)C1=C(C)N=C(SCC(=O)c2ccc(Cl)cc2Cl)C(C#N)[C@@H]1c1cccs1,5.25
OCCCCc1ccccc1,2.35
CNC(=O)N(C)C(=O)Nc1cc(OC)ccc1F,2.14
O=C(CCl)Nc1ccc2nn(C3CCCC3)nc2c1,2.78
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,2.01
CC(=O)NN,-1.58
O=C1CCN(c2ccccc2)N1,0.89
CCCOn1c(=O)[nH]c(CCC)c(Br)c1=O,1.73
C(=C/c1ccccn1)\c1ccccn1,2.11
O=[N+]([O-])c1ccccc1Nc1ccccc1,3.66
COC(=O)c1c(C)sc2c1OC(=N)C(C#N)[C@@H]2c1cc(Br)cs1,5.06
Oc1c(CSCc2ccccc2)[nH]c(=S)n1C1CCCCC1,4.58
O=C(CNC(=O)c1ccccc1)Oc1cccc(C(F)(F)F)c1,3.3
CCC(C)c1ccc(OC(=O)N(C)C)cc1,3.62
OC(Cn1ccnc1)(c1ccc(-c2cccnc2)cc1)c1ccc(F)cc1F,3.31
N=C1NCC(CN2CCN(c3ccccc3Cl)CC2)O1,1.87
CCOc1ccc(O)cc1,1.81
COC(=O)C1=C(C)N=C(C)C(C(=O)OC)[C@@H]1c1cccc(Cl)c1,4.22
CN(CO)c1nc(N(C)CO)nc(N(C)CO)n1,0.4
COc1ccc(Cc2c[nH]c(=N)[nH]c2=N)cc1C,1.91
c1cnc(N2CCNCC2)nc1,0.49
CN(CCCN=c1[nH][n+]([O-])c2ccccc2[n+]1[O-])CCCNC(=O)c1cccc2cccnc12,0.15
CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1,3.8
O=C1C=C(Br)C(=O)c2ccccc21,2.44
O=C(O)c1ccc(I)cc1,3.02
COP(=S)(OC)Oc1cc(C)c([N+](=O)[O-])c(C)c1,3.89
N#Cc1ccc(NC(=O)Cc2ccccc2)cc1,2.82
CC1=NC2(C)CCC=CN2C(=O)C1,0.69
N#CCCN(CCC#N)N=O,0.08
Cc1[nH]c(=O)[nH]c(=O)c1N(CCF)CCCl,0.85
O=[N+]([O-])c1cc([N+](=O)[O-])c(ONCC(F)(F)F)c([N+](=O)[O-])c1,1.39
N#Cc1cc(I)c(O)c(I)c1,3.43
O=C(O)c1ccc(C(F)(F)F)cc1,3.1
Cc1ccc(Br)cc1NC1=NCCN1,1.94
CCC(C)C(NC(=O)C([NH3+])CC(C)C)C(=O)NC(C(=O)[O-])C(C)O,-2.14
COc1ccccc1C=CC(C)=O,2.42
CC(C(=O)CCN(C)C)n1c(O)c2c(c1O)CC=CC2,0.77
CN(C)C(=O)Cc1cccs1,0.65
CSc1cccc(OCC(=O)O)c1,1.9
O=Cc1ccc2c(c1)OCO2,1.05
C=CCCCC,3.39
C=CC(CC)OC(N)=O,1.09
O=C(OCc1ccccc1)c1ccccc1,3.97
CC(O)CNc1ccccc1C(N)=O,0.62
COc1ccc(NC(=O)N(C)C)cc1,0.83
CC(=O)CC(C)=O,0.4
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,5.77
COc1ccccc1NC(C)=O,0.67
CCCCCCCCCCCCCCO,6.03
COC(=O)c1cc(Cl)ccc1N,3.3
CCc1ccc(C)c(C)c1,4.5
CN=Cc1ccccc1,1.64
CC(=O)OC(CNC(C)C)COc1cccc2ccccc12,4.34
CCCCCCNP(=O)(OC)SC,1.11
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,5.9
Cc1nc(=N)nc(C(Cl)(Cl)Cl)[nH]1,1.77
CCCCOc1ccc(C(=O)N(CCN2C(=O)c3ccccc3C2=O)c2cccc(OC)c2)cc1,5.35
COc1cc(C=C[N+](=O)[O-])ccc1O,1.88
C=c1c(=Cc2sc(=S)n(CC)c2O)cc(C)n1-c1ccc2c(c1)OCO2,2.52
CNCC(O)c1ccc(O)c(OC)c1,-0.64
COc1cccc(NC(C)=O)c1C,1.13
COc1ccc(C(=O)CC=Nc2ccc(Cl)c(C(F)(F)F)c2)cc1OC,5.31
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1CC(O)CO,0.96
CC(C)OC(=O)CS(=O)(=O)c1ccc([N+](=O)[O-])cc1Cl,2.4
N=c1nc(-c2cc[nH]c(=NCCc3ccccc3)c2)[nH][nH]1,2.63
CCc1ccc(-c2csc(C(C#N)C=Nc3ccc4c(c3)OCO4)n2)cc1,6.59
COCCN(CCOC)N=O,-0.38
O=C(O)Cc1ccc2ccccc2c1,2.81
CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,1.98
CS(C)(=O)=O,-1.41
O=C(Cc1cccnc1)NN1CC=CCC1,0.05
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,2.98
Cc1cc(N=O)ccc1O,1.71
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,1.19
CCCCCn1ccc(=O)c(O)c1C,1.24
ICCCI,3.02
CCCCOc1cccc(OC(=O)NC)c1,2.96
NC(=O)CC(CC(=O)O)c1ccc(Br)cc1,1.12
CC(C)(C)NCC(O)COCCCc1ccccc1,2.58
N=c1[nH]ncc2ccccc12,0.82
O=C(O)CCCOc1cccc2ccccc12,3.5
CCC(C)c1cccc(C(C)CC)c1O,4.36
C#CC(C)(C)O,0.28
CC1=CCC2C(C1=O)C2(C)C,2.42
CN(C)C(=O)c1ccoc1,0.24
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,3.24
CC(C)(C)C(N)Cc1ccccc1,2.91
NS(=O)(=O)c1cccc(Cl)c1,1.29
CNCc1cccnc1,0.39
CCOCc1cc(=O)c(O)co1,-0.38
ClC1C(Cl)C(Cl)C(Br)C(Cl)C1Cl,3.81
O=C(O)CCC1=NS(=O)(=O)c2cc(Br)cc(Br)c2N1,1.35
CCOC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1NCc1ccco1,2.67
CN(N=Cc1ccc([N+](=O)[O-])cc1)P(=O)(N1CC1)N1CC1,0.51
CCN1CC(C(O)C(CC2CCCCC2)NC(=O)C(Cc2cc[nH]n2)NC(=O)C(CC(=O)N2CCOCC2)Cc2ccccc2)OC1=O,2.49
CCC(=O)CC(=O)CC,1.12
Cc1c(-c2ccccc2)oc2ccccc2c1=O,3.92
Nc1ccc(C(=O)Oc2cccc(F)c2)c(O)c1,3.42
Clc1ccc(Cl)c(NC2=NCCN2)c1Cl,2.46
CC(C)(C)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,1.18
CC(C)c1ccccc1OCC(=O)O,2.84
CC(=O)C(C#N)=NNc1ccc(SC(F)(F)F)cc1,5.04
O=c1nc(N=CN2CCCC2)ccn1C1CC(O)C(CO)O1,-1.02
NNC(=O)Nc1cc(Cl)ccc1Cl,1.07
COc1cccc2ccccc12,3.45
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,3.7
O=C(OCCN1C(=O)c2ccccc2C1=O)C1C[C@H](O)CN1S(=O)(=O)c1ccc(Cl)cc1,3.65
CCCC(=O)OCn1cc2c(=O)[nH]cnc2n1,0.33
CC(C)CC([NH3+])C(=O)NC(CC(C)C)C(=O)N1CCCC1C(=O)[O-],-1.58
Cc1cccc(C)c1NC(=O)CCCN,0.71
CC(=O)OCN1Cc2ccccc2C1=O,0.99
CCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,3.23
CC1C(C)N(N=O)C(C)C(C)N1N=O,0.91
CS(=O)CCNCc1cc2cc(S(N)(=O)=O)sc2s1,-0.44
Nc1cnc2ccccc2c1,1.63
CN(C)Cc1ccc(C(=O)OCn2ncc3c(=O)[nH]cnc32)cc1,1.05
COC(=O)NC1=NCC(c2cc(Br)ccc2Br)N1C,2.77
c1ccc2nn(C3CCCCC3)nc2c1,3.63
CNC12CCCCC1Cc1ccc(OC)cc12,3.54
Cc1cncc(C#N)n1,0.44
COc1cc(CC(=O)O)ccc1OC(C)C,1.75
CN(C)N=Nc1cccc(C(N)=O)c1,1.3
NC(=O)CCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,-1.14
O=C1NC(=O)N(Cc2ccccc2)C(=O)C1=O,1.02
CC(C)N(N=O)C(C)C,1.38
CN(NC(=S)Nc1ccccc1)C(=O)c1ccc([N+](=O)[O-])cc1,2.68
Oc1ccccc1Cl,2.15
CCCN1C(=O)C(=Cc2ccc([N+](=O)[O-])o2)SC1=NC(C)=O,1.17
COc1ccccc1Cl,2.68
N=c1cc[nH]cn1,-0.25
C=c1c(C)c(O)c(=Cc2cccnc2)c(C)c1O,2.55
CCCCCCOC(=O)N(C)SN(C)C(=O)ON=C(C)SC,4.2
O=C(CN1CCCCC1)Nc1ccc(Cl)cc1,3.34
NNC(=O)Nc1ccc(C(=O)O)cc1,-0.21
CCC(Br)(CC)C(=O)NC(N)=O,1.54
Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,6.75
O=C(C=Cc1ccc(O)c(O)c1)NCCc1ccccc1,2.72
O=C(O)CCSC1=NS(=O)(=O)c2cc(Br)ccc2N1,1.77
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,0.85
O=[N+]([O-])c1ccc(C=Cc2nccc(Cl)n2)o1,1.31
O=C1NC(=O)C2(CC2)C(=O)N1,-0.53
c1cncc(CN2CCCC2)c1,1.1
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CC(O)C4(C)C(c6coc(O)c6)CCC54O)C3)OC2C)CC(O)C1O,1.2
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0.87
O=NN1CCSCC1,0.4
Cc1noc(C=NO)n1,0.47
CS(=O)(=O)c1cccc(CC(=O)O)c1,0.06
Cc1ncc(CO)c(CO)c1O,-0.77
Nc1cc([N+](=O)[O-])ccc1O,1.26
CNC(=O)N(CCCC(NC(C)=O)C(=O)NCc1ccccc1)Cc1ccccc1,1.86
CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(Cl)cc1,2.69
CCCCn1cccc(O)c1=O,1.18
CSc1cccc(N)c1,1.45
CCOC(=O)NC1=NCC(c2cccc(C)c2C)N1C,2.57
CCCOP(=O)(OCCC)OCCC,1.87
COc1cc(-n2c(C)cc(=O)n2C)nc(C)n1,0.38
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,5.44
COc1ccc(CNC(=O)C=Cc2ccc(O)c(O)c2)cc1OC,1.99
CN(C)C(=O)OCc1ccc([N+](=O)[O-])cc1,1.95
CN(C)CCNC(=O)c1ccccc1,1.1
O=C(CC(O)CC(O)C=Cn1c(C(F)(F)F)nc(-c2ccc(F)cc2)c1-c1ccc(F)cc1)O[Na],0.73
CC(C)(C)N(NC(=O)c1ccccc1)C(=O)c1cccc(C#N)c1,2.34
Cc1ccccc1OCCNc1ccccc1C(N)=O,2.94
CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2[nH]cnc12,0.21
Cc1ncc([N+](=O)[O-])n1CCCl,0.88
Fc1cccc(Br)c1,2.92
COc1cccc(O)c1,1.34
Clc1cccc(NC2=NCCN2)c1Cl,1.94
Nc1ccccc1-c1ccccc1,2.84
CCCNC(=O)c1ccco1,1.1
CCCCc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,2.66
CC(=O)C=Cc1ccc(O)cc1,1.86
O=c1[nH]c(O)c(-c2ccccc2)[nH]1,0.46
CSc1ncnc2c1ccn2C1OC(CO)C(O)C1O,0.09
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.4
CCN(C=Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1)CC,-0.76
Cc1cc(Br)cc(C(N)=O)c1O,2.76
C#CCOc1c(Cl)cc(N=CNOCCC)cc1Cl,4.0
COc1ccccc1C=CC(=O)C(F)(F)F,3.39
N#Cc1cc(-c2ccncc2)c[nH]c1=NCCO,1.17
O=C(CNC(=O)c1ccccc1)Oc1ccccc1,2.31
